timestamp,temperature,voltage,current,angular_velocity,mode
2026-09-07T09:54:00,32.46,27.81,3.5,0.025,downlink
2026-09-07T09:55:00,31.88,27.73,3.44,0.035,downlink
2026-09-07T09:56:00,31.48,27.76,3.36,0.019,downlink
2026-09-07T09:57:00,32.98,27.57,3.52,0.031,downlink
2026-09-07T09:58:00,31.96,27.78,3.71,0.002,downlink
2026-09-07T09:59:00,31.74,27.74,3.37,0.025,downlink
2026-09-07T10:00:00,32.52,27.73,3.5,0.031,downlink
2026-09-07T10:01:00,32.05,27.77,3.47,0.035,downlink
2026-09-07T10:02:00,32.16,27.68,3.51,0.028,downlink
2026-09-07T10:03:00,31.88,27.74,3.69,0.033,downlink
2026-09-07T10:04:00,32.71,27.74,3.63,0.034,downlink
2026-09-07T10:05:00,29.8,27.56,5.39,0.264,attitude_control
2026-09-07T10:06:00,29.67,27.31,5.34,0.486,attitude_control
2026-09-07T10:07:00,30.17,27.5,5.61,0.42,attitude_control
2026-09-07T10:08:00,29.1,27.37,5.37,0.201,attitude_control
2026-09-07T10:09:00,29.78,27.48,5.74,0.432,attitude_control
2026-09-07T10:10:00,29.9,27.6,5.6,0.376,attitude_control
2026-09-07T10:11:00,29.11,27.37,5.9,0.61,attitude_control
2026-09-07T10:12:00,29.27,27.48,6.02,0.045,attitude_control
2026-09-07T10:13:00,29.27,27.54,5.74,0.643,attitude_control
2026-09-07T10:14:00,29.53,27.52,5.83,0.358,attitude_control
2026-09-07T10:15:00,28.77,27.43,6.07,0.584,attitude_control
2026-09-07T10:16:00,29.26,27.46,6.16,0.737,attitude_control
2026-09-07T10:17:00,28.88,27.49,5.57,0.487,attitude_control
2026-09-07T10:18:00,28.28,27.58,5.84,0.179,attitude_control
2026-09-07T10:19:00,29.48,27.73,5.33,0.194,attitude_control
2026-09-07T10:20:00,28.34,27.51,5.4,0.007,attitude_control
2026-09-07T10:21:00,28.25,27.78,5.14,0.376,attitude_control
2026-09-07T10:22:00,27.56,27.68,5.33,0.731,attitude_control
2026-09-07T10:23:00,28.21,27.6,5.58,0.339,attitude_control
2026-09-07T10:24:00,27.4,27.68,5.54,0.447,attitude_control
2026-09-07T10:25:00,28.05,27.62,5.74,0.698,attitude_control
2026-09-07T10:26:00,27.27,27.83,5.7,0.297,attitude_control
2026-09-07T10:27:00,28.74,27.7,6.04,0.551,attitude_control
2026-09-07T10:28:00,26.78,27.71,5.74,0.205,attitude_control
2026-09-07T10:29:00,26.62,27.72,5.96,0.483,attitude_control
2026-09-07T10:30:00,23.06,28.27,1.33,0.018,standby
2026-09-07T10:31:00,22.58,28.32,1.4,0.014,standby
2026-09-07T10:32:00,22.79,28.3,1.39,0.031,standby
2026-09-07T10:33:00,22.83,28.39,1.25,0.02,standby
2026-09-07T10:34:00,22.74,28.42,1.25,0.027,standby
2026-09-07T10:35:00,23.03,28.37,1.36,0.03,standby
2026-09-07T10:36:00,22.47,28.44,1.37,0.027,standby
2026-09-07T10:37:00,21.89,28.39,1.46,0.023,standby
2026-09-07T10:38:00,22.05,28.37,1.42,0.015,standby
2026-09-07T10:39:00,22.43,28.35,1.27,0.027,standby
2026-09-07T10:40:00,21.99,28.44,1.43,0.02,standby
2026-09-07T10:41:00,22.04,28.37,1.44,0.033,standby
2026-09-07T10:42:00,22.0,28.45,1.28,0.021,standby
2026-09-07T10:43:00,21.92,28.44,1.35,0.009,standby
2026-09-07T10:44:00,21.71,28.39,1.25,0.023,standby
2026-09-07T10:45:00,20.75,28.5,1.4,0.024,standby
2026-09-07T10:46:00,21.1,28.38,1.32,0.004,standby
2026-09-07T10:47:00,21.59,28.5,1.31,0.019,standby
2026-09-07T10:48:00,21.57,28.47,1.42,0.025,standby
2026-09-07T10:49:00,21.17,28.42,1.34,0.044,standby
2026-09-07T10:50:00,21.34,28.37,1.26,0.0,standby
2026-09-07T10:51:00,21.64,28.35,1.23,0.001,standby
2026-09-07T10:52:00,21.01,28.48,1.23,0.004,standby
2026-09-07T10:53:00,21.62,28.42,1.37,0.034,standby
2026-09-07T10:54:00,21.57,28.34,1.33,0.031,standby
2026-09-07T10:55:00,21.36,28.33,1.43,0.02,standby
2026-09-07T10:56:00,21.49,28.42,1.43,0.028,standby
2026-09-07T10:57:00,21.59,28.46,1.52,0.042,standby
2026-09-07T10:58:00,22.12,28.33,1.65,0.011,standby
2026-09-07T10:59:00,21.73,28.35,1.49,0.03,standby
2026-09-07T11:00:00,21.34,28.41,1.41,0.021,standby
2026-09-07T11:01:00,21.53,28.33,1.34,0.025,standby
2026-09-07T11:02:00,21.95,28.42,1.3,0.004,standby
2026-09-07T11:03:00,21.96,28.46,1.34,0.053,standby
2026-09-07T11:04:00,22.63,28.27,1.32,0.028,standby
2026-09-07T11:05:00,22.0,28.5,1.32,0.033,standby
2026-09-07T11:06:00,23.31,28.32,1.32,0.022,standby
2026-09-07T11:07:00,22.94,28.38,1.42,0.008,standby
2026-09-07T11:08:00,22.93,28.25,1.24,0.017,standby
2026-09-07T11:09:00,22.4,28.33,1.58,0.047,standby
2026-09-07T11:10:00,22.92,28.24,1.49,0.038,standby
2026-09-07T11:11:00,23.13,28.25,1.62,0.024,standby
2026-09-07T11:12:00,23.24,28.26,1.5,0.013,standby
2026-09-07T11:13:00,23.48,28.16,1.44,0.048,standby
2026-09-07T11:14:00,24.07,28.22,1.39,0.021,standby
2026-09-07T11:15:00,24.34,28.17,1.59,0.009,standby
2026-09-07T11:16:00,23.87,28.32,1.32,0.039,standby
2026-09-07T11:17:00,23.3,28.18,1.47,0.035,standby
2026-09-07T11:18:00,22.85,28.04,1.45,0.025,standby
2026-09-07T11:19:00,23.99,28.15,1.41,0.02,standby
2026-09-07T11:20:00,24.14,28.17,1.56,0.042,standby
2026-09-07T11:21:00,24.34,28.12,1.52,0.021,standby
2026-09-07T11:22:00,24.72,28.02,1.55,0.014,standby
2026-09-07T11:23:00,24.42,28.01,1.62,0.023,standby
2026-09-07T11:24:00,25.47,28.13,1.4,0.012,standby
2026-09-07T11:25:00,25.39,28.05,1.45,0.023,standby
2026-09-07T11:26:00,25.06,28.02,1.52,0.019,standby
2026-09-07T11:27:00,24.05,28.12,1.48,0.041,standby
2026-09-07T11:28:00,24.77,27.97,1.65,0.006,standby
2026-09-07T11:29:00,25.07,28.11,1.53,0.005,standby
2026-09-07T11:30:00,25.49,28.05,1.66,0.032,standby
2026-09-07T11:31:00,26.82,27.95,1.56,0.012,standby
2026-09-07T11:32:00,26.01,28.11,1.63,0.016,standby
2026-09-07T11:33:00,25.18,27.91,1.7,0.031,standby
2026-09-07T11:34:00,25.42,28.12,1.63,0.037,standby
2026-09-07T11:35:00,24.81,28.0,1.59,0.029,standby
2026-09-07T11:36:00,25.98,27.98,1.58,0.051,standby
2026-09-07T11:37:00,25.85,28.11,1.57,0.034,standby
2026-09-07T11:38:00,26.33,28.06,1.67,0.014,standby
2026-09-07T11:39:00,25.75,28.12,1.51,0.038,standby
2026-09-07T11:40:00,25.14,28.0,1.57,0.048,standby
2026-09-07T11:41:00,25.54,28.13,1.51,0.026,standby
2026-09-07T11:42:00,24.81,28.03,1.63,0.025,standby
2026-09-07T11:43:00,25.93,28.06,1.54,0.04,standby
2026-09-07T11:44:00,24.91,27.97,1.66,0.03,standby
2026-09-07T11:45:00,24.15,28.09,1.52,0.046,standby
2026-09-07T11:46:00,24.7,28.05,1.47,0.012,standby
2026-09-07T11:47:00,24.62,28.0,1.46,0.006,standby
2026-09-07T11:48:00,24.16,28.0,1.49,0.017,standby
2026-09-07T11:49:00,24.17,28.15,1.53,0.02,standby
2026-09-07T11:50:00,24.39,28.24,1.54,0.031,standby
2026-09-07T11:51:00,23.31,28.09,1.34,0.02,standby
2026-09-07T11:52:00,24.52,28.1,1.55,0.013,standby
2026-09-07T11:53:00,24.48,28.05,1.48,0.03,standby
2026-09-07T11:54:00,24.32,28.16,1.65,0.02,standby
2026-09-07T11:55:00,34.46,27.29,4.71,0.029,imaging
2026-09-07T11:56:00,34.1,27.62,4.65,0.037,imaging
2026-09-07T11:57:00,33.99,27.55,4.41,0.016,imaging
2026-09-07T11:58:00,35.39,27.34,4.59,0.042,imaging
2026-09-07T11:59:00,35.97,27.54,4.24,0.022,imaging
2026-09-07T12:00:00,34.91,27.54,4.68,0.004,imaging
2026-09-07T12:01:00,34.72,27.59,4.78,0.065,imaging
2026-09-07T12:02:00,34.72,27.6,4.82,0.054,imaging
2026-09-07T12:03:00,35.37,27.58,4.48,0.012,imaging
2026-09-07T12:04:00,35.55,27.49,4.61,0.026,imaging
2026-09-07T12:05:00,34.83,27.53,4.49,0.036,imaging
2026-09-07T12:06:00,35.22,27.51,4.54,0.048,imaging
2026-09-07T12:07:00,36.16,27.46,4.84,0.049,imaging
2026-09-07T12:08:00,33.72,27.45,4.59,0.048,imaging
2026-09-07T12:09:00,35.33,27.55,4.79,0.021,imaging
2026-09-07T12:10:00,34.88,27.41,4.7,0.033,imaging
2026-09-07T12:11:00,35.44,27.45,4.87,0.05,imaging
2026-09-07T12:12:00,36.27,27.56,4.79,0.046,imaging
2026-09-07T12:13:00,35.83,27.45,4.96,0.062,imaging
2026-09-07T12:14:00,36.67,27.51,4.85,0.042,imaging
2026-09-07T12:15:00,35.67,27.55,4.81,0.032,imaging
2026-09-07T12:16:00,36.74,27.51,4.86,0.049,imaging
2026-09-07T12:17:00,35.96,27.52,4.86,0.015,imaging
2026-09-07T12:18:00,35.98,27.4,4.92,0.016,imaging
2026-09-07T12:19:00,36.62,27.54,4.96,0.033,imaging
2026-09-07T12:20:00,36.48,27.32,4.79,0.033,imaging
2026-09-07T12:21:00,36.58,27.47,4.83,0.037,imaging
2026-09-07T12:22:00,36.29,27.38,5.04,0.032,imaging
2026-09-07T12:23:00,37.36,27.51,5.13,0.04,imaging
2026-09-07T12:24:00,36.41,27.38,4.85,0.081,imaging
2026-09-07T12:25:00,36.46,27.43,5.03,0.031,imaging
2026-09-07T12:26:00,36.92,27.29,4.97,0.013,imaging
2026-09-07T12:27:00,37.37,27.37,5.05,0.038,imaging
2026-09-07T12:28:00,37.33,27.49,5.12,0.039,imaging
2026-09-07T12:29:00,37.14,27.46,5.15,0.042,imaging
2026-09-07T12:30:00,38.27,27.38,5.27,0.029,imaging
2026-09-07T12:31:00,39.07,27.46,5.34,0.016,imaging
2026-09-07T12:32:00,37.97,27.32,5.27,0.042,imaging
2026-09-07T12:33:00,38.33,27.46,5.34,0.003,imaging
2026-09-07T12:34:00,38.82,27.15,5.27,0.026,imaging
2026-09-07T12:35:00,27.74,27.96,2.99,0.022,downlink
2026-09-07T12:36:00,28.89,28.07,2.91,0.048,downlink
2026-09-07T12:37:00,27.44,27.9,3.25,0.001,downlink
2026-09-07T12:38:00,28.65,27.86,3.06,0.027,downlink
2026-09-07T12:39:00,29.33,27.89,3.09,0.039,downlink
2026-09-07T12:40:00,28.47,27.87,3.1,0.031,downlink
2026-09-07T12:41:00,29.17,27.85,3.07,0.035,downlink
2026-09-07T12:42:00,28.77,27.9,3.14,0.02,downlink
2026-09-07T12:43:00,28.59,27.94,3.03,0.046,downlink
2026-09-07T12:44:00,29.24,27.79,3.21,0.032,downlink
2026-09-07T12:45:00,29.65,27.98,3.15,0.02,downlink
2026-09-07T12:46:00,29.11,27.8,3.12,0.034,downlink
2026-09-07T12:47:00,29.56,27.82,3.14,0.035,downlink
2026-09-07T12:48:00,29.45,27.77,3.23,0.026,downlink
2026-09-07T12:49:00,29.31,27.9,3.37,0.031,downlink
2026-09-07T12:50:00,30.05,27.87,3.28,0.042,downlink
2026-09-07T12:51:00,30.96,27.82,3.36,0.042,downlink
2026-09-07T12:52:00,30.1,23.91,3.83,0.008,downlink
2026-09-07T12:53:00,30.84,23.66,3.75,0.055,downlink
2026-09-07T12:54:00,29.96,23.65,3.73,0.016,downlink
2026-09-07T12:55:00,30.74,23.48,3.97,0.011,downlink
2026-09-07T12:56:00,30.99,23.42,3.84,0.021,downlink
2026-09-07T12:57:00,30.61,23.45,3.87,0.023,downlink
2026-09-07T12:58:00,31.34,23.37,3.93,0.041,downlink
2026-09-07T12:59:00,30.91,23.2,3.62,0.034,downlink
2026-09-07T13:00:00,31.47,23.14,3.69,0.016,downlink
2026-09-07T13:01:00,31.12,27.73,3.32,0.031,downlink
2026-09-07T13:02:00,30.63,27.53,3.56,0.012,downlink
2026-09-07T13:03:00,31.28,27.59,3.31,0.024,downlink
2026-09-07T13:04:00,31.44,27.77,3.55,0.026,downlink
2026-09-07T13:05:00,29.96,27.59,5.91,0.355,attitude_control
2026-09-07T13:06:00,30.12,27.64,5.97,0.703,attitude_control
2026-09-07T13:07:00,30.12,27.56,5.65,0.242,attitude_control
2026-09-07T13:08:00,29.72,27.33,5.71,0.559,attitude_control
2026-09-07T13:09:00,29.47,27.52,5.53,0.341,attitude_control
2026-09-07T13:10:00,30.25,27.49,5.76,0.693,attitude_control
2026-09-07T13:11:00,30.38,27.39,5.86,0.322,attitude_control
2026-09-07T13:12:00,29.79,27.47,5.72,0.239,attitude_control
2026-09-07T13:13:00,30.0,27.52,5.57,0.386,attitude_control
2026-09-07T13:14:00,30.24,27.41,5.52,0.476,attitude_control
2026-09-07T13:15:00,29.14,27.51,5.42,0.363,attitude_control
2026-09-07T13:16:00,29.41,27.45,5.24,0.691,attitude_control
2026-09-07T13:17:00,29.2,27.42,5.8,0.514,attitude_control
2026-09-07T13:18:00,29.99,27.62,5.63,0.253,attitude_control
2026-09-07T13:19:00,29.99,27.56,5.69,0.218,attitude_control
2026-09-07T13:20:00,30.12,27.55,5.56,0.545,attitude_control
2026-09-07T13:21:00,28.85,27.46,5.64,0.318,attitude_control
2026-09-07T13:22:00,29.05,27.45,5.98,0.467,attitude_control
2026-09-07T13:23:00,29.64,27.61,5.77,0.433,attitude_control
2026-09-07T13:24:00,29.51,27.68,5.97,0.641,attitude_control
2026-09-07T13:25:00,29.65,27.63,5.43,0.561,attitude_control
2026-09-07T13:26:00,29.19,27.55,5.59,0.352,attitude_control
2026-09-07T13:27:00,29.19,27.63,5.33,0.455,attitude_control
2026-09-07T13:28:00,28.65,27.47,5.57,0.367,attitude_control
2026-09-07T13:29:00,28.5,27.5,5.45,0.418,attitude_control
2026-09-07T13:30:00,24.7,28.11,1.48,0.03,standby
2026-09-07T13:31:00,24.6,28.22,1.42,0.058,standby
2026-09-07T13:32:00,24.52,28.14,1.5,0.014,standby
2026-09-07T13:33:00,25.18,28.34,1.44,0.027,standby
2026-09-07T13:34:00,24.44,28.22,1.58,0.036,standby
2026-09-07T13:35:00,24.13,28.35,1.55,0.031,standby
2026-09-07T13:36:00,24.11,28.25,1.39,0.031,standby
2026-09-07T13:37:00,24.12,28.11,1.52,0.027,standby
2026-09-07T13:38:00,24.62,28.27,1.45,0.038,standby
2026-09-07T13:39:00,24.17,28.31,1.68,0.023,standby
2026-09-07T13:40:00,23.94,28.42,1.35,0.013,standby
2026-09-07T13:41:00,23.09,28.35,1.46,0.034,standby
2026-09-07T13:42:00,22.99,28.4,1.5,0.024,standby
2026-09-07T13:43:00,23.49,28.39,1.43,0.033,standby
2026-09-07T13:44:00,22.87,28.34,1.29,0.033,standby
2026-09-07T13:45:00,23.48,28.35,1.41,0.006,standby
2026-09-07T13:46:00,23.52,28.34,1.39,0.038,standby
2026-09-07T13:47:00,22.69,28.47,1.38,0.025,standby
2026-09-07T13:48:00,23.18,28.3,1.41,0.026,standby
2026-09-07T13:49:00,23.31,28.39,1.33,0.029,standby
2026-09-07T13:50:00,22.73,28.33,1.34,0.04,standby
2026-09-07T13:51:00,22.64,28.36,1.41,0.003,standby
2026-09-07T13:52:00,21.66,28.42,1.36,0.028,standby
2026-09-07T13:53:00,22.15,28.42,1.23,0.028,standby
2026-09-07T13:54:00,21.77,28.42,1.36,0.004,standby
2026-09-07T13:55:00,22.22,28.49,1.46,0.007,standby
2026-09-07T13:56:00,22.57,28.36,1.23,0.044,standby
2026-09-07T13:57:00,22.7,28.39,1.35,0.033,standby
2026-09-07T13:58:00,22.46,28.61,1.38,0.011,standby
2026-09-07T13:59:00,22.24,28.4,1.31,0.025,standby
2026-09-07T14:00:00,22.09,24.05,1.44,0.032,standby
2026-09-07T14:01:00,22.7,24.15,1.43,0.012,standby
2026-09-07T14:02:00,22.14,24.1,1.32,0.002,standby
2026-09-07T14:03:00,21.64,24.0,1.33,0.02,standby
2026-09-07T14:04:00,21.99,24.15,1.31,0.04,standby
2026-09-07T14:05:00,22.33,28.53,1.23,0.033,standby
2026-09-07T14:06:00,22.52,28.45,1.39,0.017,standby
2026-09-07T14:07:00,23.03,28.43,1.54,0.021,standby
2026-09-07T14:08:00,23.32,28.47,1.25,0.041,standby
2026-09-07T14:09:00,22.35,28.26,1.42,0.038,standby
2026-09-07T14:10:00,22.95,28.39,1.48,0.034,standby
2026-09-07T14:11:00,22.73,28.45,1.26,0.018,standby
2026-09-07T14:12:00,22.66,28.24,1.27,0.04,standby
2026-09-07T14:13:00,22.76,28.34,1.28,0.035,standby
2026-09-07T14:14:00,23.37,28.41,1.37,0.011,standby
2026-09-07T14:15:00,23.06,28.42,1.38,0.034,standby
2026-09-07T14:16:00,22.21,28.43,1.35,0.051,standby
2026-09-07T14:17:00,23.53,28.34,1.45,0.014,standby
2026-09-07T14:18:00,24.3,28.28,1.51,0.035,standby
2026-09-07T14:19:00,24.27,28.26,1.39,0.029,standby
2026-09-07T14:20:00,23.28,28.26,1.49,0.01,standby
2026-09-07T14:21:00,24.92,28.25,1.45,0.011,standby
2026-09-07T14:22:00,24.71,28.31,1.53,0.041,standby
2026-09-07T14:23:00,25.21,28.28,1.34,0.041,standby
2026-09-07T14:24:00,24.21,28.22,1.51,0.03,standby
2026-09-07T14:25:00,25.67,28.24,1.32,0.022,standby
2026-09-07T14:26:00,25.18,28.2,1.58,0.022,standby
2026-09-07T14:27:00,24.6,28.24,1.38,0.045,standby
2026-09-07T14:28:00,25.52,28.1,1.57,0.053,standby
2026-09-07T14:29:00,24.64,28.25,1.53,0.027,standby
2026-09-07T14:30:00,25.83,28.21,1.44,0.042,standby
2026-09-07T14:31:00,25.21,28.3,1.63,0.011,standby
2026-09-07T14:32:00,25.94,28.25,1.47,0.023,standby
2026-09-07T14:33:00,25.89,28.22,1.47,0.025,standby
2026-09-07T14:34:00,26.44,28.11,1.45,0.009,standby
2026-09-07T14:35:00,25.62,28.04,1.39,0.016,standby
2026-09-07T14:36:00,26.55,28.11,1.47,0.013,standby
2026-09-07T14:37:00,26.07,28.0,1.44,0.034,standby
2026-09-07T14:38:00,25.97,28.09,1.5,0.054,standby
2026-09-07T14:39:00,25.88,28.1,1.52,0.016,standby
2026-09-07T14:40:00,26.91,28.09,1.47,0.03,standby
2026-09-07T14:41:00,27.01,28.16,1.51,0.043,standby
2026-09-07T14:42:00,26.8,27.93,1.6,0.024,standby
2026-09-07T14:43:00,26.54,28.13,1.53,0.037,standby
2026-09-07T14:44:00,26.94,28.11,1.62,0.031,standby
2026-09-07T14:45:00,26.54,28.12,1.57,0.049,standby
2026-09-07T14:46:00,27.24,28.1,1.51,0.02,standby
2026-09-07T14:47:00,27.08,27.97,1.48,0.024,standby
2026-09-07T14:48:00,27.0,28.06,1.66,0.02,standby
2026-09-07T14:49:00,27.33,28.04,1.55,0.028,standby
2026-09-07T14:50:00,26.07,28.06,1.52,0.014,standby
2026-09-07T14:51:00,26.12,28.02,1.42,0.035,standby
2026-09-07T14:52:00,26.82,27.94,1.51,0.034,standby
2026-09-07T14:53:00,26.61,28.04,1.53,0.023,standby
2026-09-07T14:54:00,26.05,28.06,1.52,0.06,standby
2026-09-07T14:55:00,35.86,27.41,4.7,0.033,imaging
2026-09-07T14:56:00,36.22,27.37,4.8,0.025,imaging
2026-09-07T14:57:00,36.39,27.53,4.56,0.035,imaging
2026-09-07T14:58:00,39.59,27.49,8.23,0.038,imaging
2026-09-07T14:59:00,38.94,27.38,9.09,0.061,imaging
2026-09-07T15:00:00,39.4,27.36,8.56,0.061,imaging
2026-09-07T15:01:00,39.33,27.38,9.26,0.019,imaging
2026-09-07T15:02:00,40.29,27.41,9.26,0.01,imaging
2026-09-07T15:03:00,39.5,27.22,9.2,0.041,imaging
2026-09-07T15:04:00,38.9,27.36,9.55,0.03,imaging
2026-09-07T15:05:00,39.17,27.45,9.9,0.033,imaging
